comment,rate_class
他們說300章之後很燃，我已經毒死在第一章了……不用救我，讓我靜靜……好心塞，心好累……<br>有種吃了餿了的隔夜飯又噁心又想吐的感覺……<br>如果有小夥伴第一章能看下去，不覺得難受噁心，那麼本書適合你，大膽的看吧……<br>本文是怎麼混到某點暢銷榜上的？現在喜歡跪在現實的小夥伴這麼多？<br>給作者跪了，猝不及防開篇被灌一口鶴頂紅，大俠饒命！😱,negative
擦擦擦！！！看過敗類和飛天..<br>這本書一如既往天雷滾滾！！本本如此堅持！綠欠抽果然名不虛傳！這作者絕對百分之百是有這方面的癖好！真TM牛逼！太牛逼了！更牛逼的是還有一大群人捧 ！果然是每人爽點不一樣啊！就是有人喜歡一些白中帶綠矯情的情節.<br>其實作者寫打臉裝逼情節還算能看.就是愛喂屎！有時候還強行喂.沒什麼邏輯的喂.其實小白的可以！推敲什麼的更是禁不起..愛裝文青.這樣喂屎就算是文青了？？我看個小說就是為個爽..這作者和我爽點一點也不符..敗退......,negative
這書的毒點不在送女，而在主角明明不牛逼，卻老是一副老子很牛逼的樣子，前世就一個偷墳掘墓的貨色，跑到異界擺的譜好像當過國家主席似的.,negative
"只聽那說書人一拍雙手說道：“這綠千愁自從老婆跟人家跑了之後呢，便夜夜失眠，心中始終悶著一口氣，想著還是再寫一本書吧，把這老婆被人上的事情寫於書中，讓讀者也瞧瞧看，眾讀者初看時無一不罵聲一片，後驚聞這綠千愁又娶一老婆，便又與之交好，綠千愁感動至極，將老婆引于眾人。某日，綠千愁回家，聽聞一聲聲嬌喘，便從窗戶往裡一看。只見眾讀者將無數白色粘稠液體射于其老婆之身，綠千愁摸摸胯下宮掉的小弟弟，心中想道定是讀者體諒自己無法滿足老婆，所以來安慰老婆的，此時此刻我應當如風禦九秋前輩一樣吹簫助興，於是綠千愁便起身在門口拿起了笛子，深情地吹了一首<a href=""/name/當然是選擇原諒她啊"" target='_blank'>《當然是選擇原諒她啊》</a>。",negative
我不喜歡你戴綠帽子的愛好，但我誓死捍衛你戴綠帽子的權力,negative
不是綠不綠的問題，這人寫的本來就很垃圾。,negative
這次綠欠抽直接了一點，不會寫了幾百萬字後莫名其妙地鼓勵手下強姦“一個配角”，躲躲藏藏的。現在就62章主角就下藥幫助王爺強姦女將軍，終於放飛了自我，可謂更渣一層樓，可喜可賀！,negative
道爺鐵骨傲世，頭頂青天大道，手握迷奸聖藥，腳穿破鞋一雙，看將來道爺如何成聖做君,negative
道君頭上氣運竟然是綠色的？！<br>不應該是紫色的嗎？我的望氣術咋不靈了？,negative
綠可綠，非常綠。帽可帽，大綠帽。,negative
"雖然沒看，雖然才幾章，但是我猜這本小說應該叫<a href=""/name/綠君"" target='_blank'>《綠君》</a>",negative
從書劍的送女死女神雕的龍騎士，到鹿鼎記的大開後宮，金庸花了二十年領悟的道理不知道學習嗎？聰明人應該懂得吸取別人的教訓。一些人對這個推崇真是讓我跌破眼鏡,negative
不談後面的劇情。我看了十幾章，劇情漏洞很大。<br>其一：主角的金手指之一鏡子的劇情就讓人感到離奇。掌門，掌門師弟都是爭奪鏡子死的，主角把掌門師弟的屍體帶回來了，這個宗門竟然不搜身，找鏡子？畢竟死了2個宗門支柱啊。有時間調查主角身世會不找找鏡子？<br>其二：掌門快死了可以跑千里回宗門再交代遺言，他師弟怎麼就馬上嗝屁了？怎麼2人不是一起的？這個掌門存在的意義就是傳位主角?這也太生硬了吧。<br>其三：我就不說這都快被滅的垃圾九流宗門有什麼實力去搶都滅了一個國家的重寶了。<br>只能說目前的網文界追星現象嚴重，寫的狗屁不通照樣有人買帳。或者說有些口味獨特的鐵粉喜歡作者的一些套路吧。,negative
特地收藏了該書，評了個一星，然後又從書架上刪了。,negative
我以前一直不理解這種喜歡綠帽的作者為什麼會火，直到前段時間我發現找到的劉備文全是綠文，我恍然大悟原來這就是時代的潮流麼？沒想到我竟落後時代了，實在是沒想到有這麼多人喜歡被綠，所以說大家沒事別黑這書，人家這是新時代的三少辰東好麼，帶領網文崛起的領頭羊，當然這並不妨礙我和作者交個朋友。,negative
"綠不綠帽都是垃圾，包括<a href=""/name/飛天"" target='_blank'>《飛天》</a>。看看前兩本書，看書名就應該知道是寫什麼書的作者了，早應該拉黑了。 17.04.14記",negative
開盤開盤，買定離手，你們猜猜這本書第幾章開始變綠？,negative
作者有綠帽傾向減一星，看了五章毫無亮點劇毒,negative
http://lkong.cn/thread/1707881看了這個帖子，我才知道“下藥迷奸”可以說成是“幫忙設計結婚”,negative
網路小說哪家強  <br>道君一出顯鋒芒                     <br>做大佬，拉皮條          <br>推著屁股送上床。       <br>飛天送女惹眾怒          <br>道君淫母不相讓。        <br>寫寫詩，賣賣畫。         <br>紅燒肉，百萬兩。          <br>大軍錢響太艱難。          <br>全靠豆腐來幫忙。         <br>沒權勢，不要緊。<br>獨家配方手中抓。<br>烈酒出世使人驚。<br>一群大佬巴結忙。<br>道君不是小白文。<br>小學生你看不懂。<br>遙想當年異天途。<br>需要翻譯才能懂。<br>神書皆是不尋常。<br>小明教主定陰陽！,negative
九秋：孩子，當你發文的時候，整個綠林都在低語你的名字。<br>綠千愁：孩子，我驕傲地看著你的字數一天天變多，成為文青的化身。<br>黑背：你要記住，我們一直都是以綠帽和喂屎統治著綠林好漢。<br>買綠小郎君：我也相信你會謹慎地隱藏自己強大的毒性。<br>蘭帝：但，真正的勝利，是讀者吃到你喂的屎的那糾結痛苦扭曲的一瞬間。<br>五綠齊聲：總有一天，我們的統治將抵達終點，而你，將加冕為綠帽子王！,negative
主角當龜公，用藥迷X，作者幾本書裡很喜歡寫這種主角幫別人推屁股的情節，不知道經歷過什麼。,negative
再摘錄一段女豬腳和她的保鏢的對話：<br>“你的任務？”管芳儀目光閃爍，話說到這個地步，也沒什麼好隱瞞了，她只關心一點，“是誰讓你來保護我的？”<br>陳伯搖頭，“不需要問，我不會說的。”<br>管芳儀呵呵一笑，扭頭看向窗外，面帶譏諷笑意，“我這人可沒女人緣，女人基本上都在戳我脊樑骨，絕不可能是哪個女人對我如此好心。陳伯，究竟是哪個男人呀，這麼神秘，既對我有如此情義，為何又能坐視我和其他男人廝混？”<br>陳伯：“其中的原因我不清楚，剛開始，我也想阻止你和其他男人來往，但是他阻止了我，他說他沒資格阻止你與其他男人來往，只要你高興就好，其他的不重要。”,negative
聽說現在某些寫手的創收新模式：1.讓讀者買角色，為買家量身打造配角；2.若有大買家願意花錢，可以讓主角（作者）拉皮條，為買家拿女角色來文愛啪啪啪。個人判斷綠欠抽就是這種模式。,negative
作者通過對主角的生動形象的描述很好的告訴我們什麼是人渣 什麼叫做為達目的不擇手段（真正的不擇手段）把喜歡自己的妹子  藥翻了 扒光了  送到別人床上   感覺比慕容複渣渣一萬倍 文筆不錯所以給個一星（劇毒）,negative
看完綠欠抽的綠帽四部曲，即刻心境圓滿，從此毒抗max，可縱橫眾多小白文綠帽文，而心不起一點波瀾。,negative
本書主角活的像狗一樣，配角男負責裝逼打臉吸引頂級美女，基本是個”龍傲天”式的人物，主角則負責擦屁股，鋪路順便和普通女人調調情，感情差不多了怎麼辦？那就讓她死掉再換一個檔次更低的吧。。。為了配角男主角可是什麼都幹的出來的，我覺得書名應該改成“特種兵在異界”,negative
著名的綠千愁，大家都不陌生。但是其實綠只是他的一方面，這個作者的套路也很深。對主角投懷送抱的女人，最後的結果都是被主角賣掉（不限此書）。然後他的讀者可以洗地，說是反正主角不喜歡她，生活就是這樣很真實，你就是喜歡看小白文，寫給成年人看的書小孩子才會看不進，全處全收就是有病，你就是直男癌，你就是不尊重女性，你就是在意那層膜。 總而言之，高舉女權大旗生活大旗真實大旗，對正常人喊打喊殺。 也許可以叫他們綠斯林吧。反正這個作者的粉絲，是我見過的跳水洗地姿勢最多的一批。所有給綠帽文洗地的手段，都濃縮在這群綠斯林身上了。,negative
我不理解文青的作者是怎麼想的，和錢過不去麼，寫個女主角要不奇醜，要不被強姦，不這麼寫不會寫小說了？別說貴在真實，我是在看小說不是看名著,negative
在榜單上看到這部小說，找來看過之後，我想說一句：真不是正常人能夠看下去的小說！1星滾蛋。,negative
綠欠抽，網文界一朵翠綠的奇葩。,negative
分析下本書的幾個“智鬥”吧。<br>其中情節大都是描寫男主想要扶持一個落魄王爺的故事。<br>1.落魄王爺被皇帝關進監獄，但是王爺手下編造出一個“十萬鴉兵“說這是上任皇帝留給他的遺產，然後皇帝貪念一起，就把王爺放跑了，想要趁王爺取完這個十萬鴉兵之後搶奪。<br>先不談皇帝為啥就信了有著十萬鴉兵，你就直接放跑王爺不留一點後手，你就不怕王爺拿了十萬鴉兵轉身就來打你？？？<br>2.男主讓王爺和其與一個占踞一方的“諸侯”聯姻，然而諸侯憑啥要和你一個落魄王爺聯姻？男主又拿出十萬鴉兵說事了，說聯姻之後十萬鴉兵就給你們當嫁妝，然後諸侯就信了。,negative
這樣看來，今後婚介所不備上幾十斤迷藥都不好意思說自己是專業的了。,negative
男主如果有系統的話。<br>體力 10<br>魅力 10<br>智力 5<br>技能：<br>降智光環：將所有和自己有關係的人的智商強行降至自己的智力水準以下，自己說出的話無論多麼不符合邏輯，他人都會信以為真。<br>空口套白狼：當自己身無分文時發動此技能可取得對手的任意一樣物品<br>文抄公：每當抄取一首詩詞時將獲得語文老師的哀歎”你要是高考時記得這麼多詩詞，有這樣的記憶力，也就不會考這麼差了“<br>薛定諤的綠帽（被動技能）：自己周圍所有女性強制進入此狀態，不管是多麼忠貞的女子當被主角觀測到時將投入他人懷抱，自己送女成功時次技能可升級（Lv1 經驗2/5）,negative
